오분류 패턴: Engaged(Calm) → Engaged(Interest)
케이스 수: 3167개
비율: 2.30%
1161. 02-05-83--1-53-23091600000014-02-174
1162. 02-05-83--1-53-23091600000014-02-175
1163. 02-05-83--1-53-23091600000014-02-176
1164. 02-05-83--1-53-23091600000014-02-177
1165. 02-05-83--1-53-23091600000014-02-178
1166. 02-05-83--1-53-23091600000014-02-179
1167. 02-05-83--1-53-23091600000014-02-18
1168. 02-05-83--1-53-23091600000014-02-180
1169. 02-05-83--1-53-23091600000014-02-181
1170. 02-05-83--1-53-23091600000014-02-182
1171. 02-05-83--1-53-23091600000014-02-183
1172. 02-05-83--1-53-23091600000014-02-184
1173. 02-05-83--1-53-23091600000014-02-185
1174. 02-05-83--1-53-23091600000014-02-186
1175. 02-05-83--1-53-23091600000014-02-187
1176. 02-05-83--1-53-23091600000014-02-188
1177. 02-05-83--1-53-23091600000014-02-19
1178. 02-05-83--1-53-23091600000014-02-2
1179. 02-05-83--1-53-23091600000014-02-20
1180. 02-05-83--1-53-23091600000014-02-21
1181. 02-05-83--1-53-23091600000014-02-22
1182. 02-05-83--1-53-23091600000014-02-23
1183. 02-05-83--1-53-23091600000014-02-24
1184. 02-05-83--1-53-23091600000014-02-25
1185. 02-05-83--1-53-23091600000014-02-26
1186. 02-05-83--1-53-23091600000014-02-27
1187. 02-05-83--1-53-23091600000014-02-28
1188. 02-05-83--1-53-23091600000014-02-29
1189. 02-05-83--1-53-23091600000014-02-3
1190. 02-05-83--1-53-23091600000014-02-30
1191. 02-05-83--1-53-23091600000014-02-31
1192. 02-05-83--1-53-23091600000014-02-32
1193. 02-05-83--1-53-23091600000014-02-33
1194. 02-05-83--1-53-23091600000014-02-34
1195. 02-05-83--1-53-23091600000014-02-35
1196. 02-05-83--1-53-23091600000014-02-36
1197. 02-05-83--1-53-23091600000014-02-37
1198. 02-05-83--1-53-23091600000014-02-38
1199. 02-05-83--1-53-23091600000014-02-39
1200. 02-05-83--1-53-23091600000014-02-4
1201. 02-05-83--1-53-23091600000014-02-40
1202. 02-05-83--1-53-23091600000014-02-41
1203. 02-05-83--1-53-23091600000014-02-42
1204. 02-05-83--1-53-23091600000014-02-43
1205. 02-05-83--1-53-23091600000014-02-44
1206. 02-05-83--1-53-23091600000014-02-45
1207. 02-05-83--1-53-23091600000014-02-46
1208. 02-05-83--1-53-23091600000014-02-47
1209. 02-05-83--1-53-23091600000014-02-48
1210. 02-05-83--1-53-23091600000014-02-49
1211. 02-05-83--1-53-23091600000014-02-5
1212. 02-05-83--1-53-23091600000014-02-50
1213. 02-05-83--1-53-23091600000014-02-51
1214. 02-05-83--1-53-23091600000014-02-52
1215. 02-05-83--1-53-23091600000014-02-53
1216. 02-05-83--1-53-23091600000014-02-54
1217. 02-05-83--1-53-23091600000014-02-55
1218. 02-05-83--1-53-23091600000014-02-56
1219. 02-05-83--1-53-23091600000014-02-57
1220. 02-05-83--1-53-23091600000014-02-58
1221. 02-05-83--1-53-23091600000014-02-6
1222. 02-05-83--1-53-23091600000014-02-60
1223. 02-05-83--1-53-23091600000014-02-61
1224. 02-05-83--1-53-23091600000014-02-62
1225. 02-05-83--1-53-23091600000014-02-63
1226. 02-05-83--1-53-23091600000014-02-64
1227. 02-05-83--1-53-23091600000014-02-65
1228. 02-05-83--1-53-23091600000014-02-66
1229. 02-05-83--1-53-23091600000014-02-67
1230. 02-05-83--1-53-23091600000014-02-68
1231. 02-05-83--1-53-23091600000014-02-69
1232. 02-05-83--1-53-23091600000014-02-7
1233. 02-05-83--1-53-23091600000014-02-70
1234. 02-05-83--1-53-23091600000014-02-71
1235. 02-05-83--1-53-23091600000014-02-72
1236. 02-05-83--1-53-23091600000014-02-73
1237. 02-05-83--1-53-23091600000014-02-74
1238. 02-05-83--1-53-23091600000014-02-75
1239. 02-05-83--1-53-23091600000014-02-77
1240. 02-05-83--1-53-23091600000014-02-78
1241. 02-05-83--1-53-23091600000014-02-79
1242. 02-05-83--1-53-23091600000014-02-8
1243. 02-05-83--1-53-23091600000014-02-80
1244. 02-05-83--1-53-23091600000014-02-81
1245. 02-05-83--1-53-23091600000014-02-82
1246. 02-05-83--1-53-23091600000014-02-83
1247. 02-05-83--1-53-23091600000014-02-84
1248. 02-05-83--1-53-23091600000014-02-85
1249. 02-05-83--1-53-23091600000014-02-86
1250. 02-05-83--1-53-23091600000014-02-87
1251. 02-05-83--1-53-23091600000014-02-88
1252. 02-05-83--1-53-23091600000014-02-89
1253. 02-05-83--1-53-23091600000014-02-9
1254. 02-05-83--1-53-23091600000014-02-90
1255. 02-05-83--1-53-23091600000014-02-91
1256. 02-05-83--1-53-23091600000014-02-92
1257. 02-05-83--1-53-23091600000014-02-93
1258. 02-05-83--1-53-23091600000014-02-94
1259. 02-05-83--1-53-23091600000014-02-95
1260. 02-05-83--1-53-23091600000014-02-96
1261. 02-05-83--1-53-23091600000014-02-97
1262. 02-05-83--1-53-23091600000014-02-98
1263. 02-05-83--1-53-23091600000014-02-99
1264. 02-05-83--1-56-23101500000010-02-32
1265. 02-05-83--1-56-23101500000010-02-35
1266. 02-05-83--1-56-23101500000010-02-93
1267. 02-05-83--1-57-23101000000015-02-120
1268. 02-05-83--1-57-23101000000015-02-121
1269. 02-05-83--1-57-23101000000015-02-136
1270. 02-05-83--1-57-23101000000015-02-139
1271. 02-05-83--1-57-23101000000015-02-152
1272. 02-05-83--1-57-23101000000015-02-153
1273. 02-05-83--1-57-23101000000015-02-155
1274. 02-05-83--1-57-23101000000015-02-156
1275. 02-05-83--1-57-23101000000015-02-158
1276. 02-05-83--1-57-23101000000015-02-159
1277. 02-05-83--1-57-23101000000015-02-47
1278. 02-05-83--1-57-23101000000015-02-77
1279. 02-05-83--1-57-23101000000015-02-82
1280. 02-05-83--1-58-23101000000034-02-16
1281. 02-05-83--1-58-23101000000034-02-18
1282. 02-05-83--1-58-23101000000034-02-22
1283. 02-05-83--1-59-23092300000030-02-10
1284. 02-05-83--1-59-23092300000030-02-12
1285. 02-05-83--1-59-23092300000030-02-13
1286. 02-05-83--1-59-23092300000030-02-136
1287. 02-05-83--1-59-23092300000030-02-16
1288. 02-05-83--1-59-23092300000030-02-161
1289. 02-05-83--1-59-23092300000030-02-17
1290. 02-05-83--1-59-23092300000030-02-171
1291. 02-05-83--1-59-23092300000030-02-180
1292. 02-05-83--1-59-23092300000030-02-192
1293. 02-05-83--1-59-23092300000030-02-195
1294. 02-05-83--1-59-23092300000030-02-207
1295. 02-05-83--1-59-23092300000030-02-21
1296. 02-05-83--1-59-23092300000030-02-22
1297. 02-05-83--1-59-23092300000030-02-28
1298. 02-05-83--1-59-23092300000030-02-3
1299. 02-05-83--1-59-23092300000030-02-30
1300. 02-05-83--1-59-23092300000030-02-31
1301. 02-05-83--1-59-23092300000030-02-39
1302. 02-05-83--1-59-23092300000030-02-40
1303. 02-05-83--1-59-23092300000030-02-9
1304. 02-05-83--2-25-23091200000031-02-0
1305. 02-05-83--2-25-23091200000031-02-1
1306. 02-05-83--2-25-23091200000031-02-100
1307. 02-05-83--2-25-23091200000031-02-101
1308. 02-05-83--2-25-23091200000031-02-102
1309. 02-05-83--2-25-23091200000031-02-103
1310. 02-05-83--2-25-23091200000031-02-104
1311. 02-05-83--2-25-23091200000031-02-105
1312. 02-05-83--2-25-23091200000031-02-106
1313. 02-05-83--2-25-23091200000031-02-107
1314. 02-05-83--2-25-23091200000031-02-108
1315. 02-05-83--2-25-23091200000031-02-109
1316. 02-05-83--2-25-23091200000031-02-110
1317. 02-05-83--2-25-23091200000031-02-111
1318. 02-05-83--2-25-23091200000031-02-113
1319. 02-05-83--2-25-23091200000031-02-115
1320. 02-05-83--2-25-23091200000031-02-116
1321. 02-05-83--2-25-23091200000031-02-117
1322. 02-05-83--2-25-23091200000031-02-118
1323. 02-05-83--2-25-23091200000031-02-119
1324. 02-05-83--2-25-23091200000031-02-12
1325. 02-05-83--2-25-23091200000031-02-121
1326. 02-05-83--2-25-23091200000031-02-124
1327. 02-05-83--2-25-23091200000031-02-125
1328. 02-05-83--2-25-23091200000031-02-126
1329. 02-05-83--2-25-23091200000031-02-127
1330. 02-05-83--2-25-23091200000031-02-128
1331. 02-05-83--2-25-23091200000031-02-129
1332. 02-05-83--2-25-23091200000031-02-13
1333. 02-05-83--2-25-23091200000031-02-130
1334. 02-05-83--2-25-23091200000031-02-131
1335. 02-05-83--2-25-23091200000031-02-132
1336. 02-05-83--2-25-23091200000031-02-133
1337. 02-05-83--2-25-23091200000031-02-134
1338. 02-05-83--2-25-23091200000031-02-136
1339. 02-05-83--2-25-23091200000031-02-137
1340. 02-05-83--2-25-23091200000031-02-138
1341. 02-05-83--2-25-23091200000031-02-139
1342. 02-05-83--2-25-23091200000031-02-140
1343. 02-05-83--2-25-23091200000031-02-141
1344. 02-05-83--2-25-23091200000031-02-142
1345. 02-05-83--2-25-23091200000031-02-143
1346. 02-05-83--2-25-23091200000031-02-144
1347. 02-05-83--2-25-23091200000031-02-145
1348. 02-05-83--2-25-23091200000031-02-146
1349. 02-05-83--2-25-23091200000031-02-147
1350. 02-05-83--2-25-23091200000031-02-148
1351. 02-05-83--2-25-23091200000031-02-149
1352. 02-05-83--2-25-23091200000031-02-150
1353. 02-05-83--2-25-23091200000031-02-151
1354. 02-05-83--2-25-23091200000031-02-152
1355. 02-05-83--2-25-23091200000031-02-153
1356. 02-05-83--2-25-23091200000031-02-154
1357. 02-05-83--2-25-23091200000031-02-155
1358. 02-05-83--2-25-23091200000031-02-156
1359. 02-05-83--2-25-23091200000031-02-158
1360. 02-05-83--2-25-23091200000031-02-162
1361. 02-05-83--2-25-23091200000031-02-163
1362. 02-05-83--2-25-23091200000031-02-169
1363. 02-05-83--2-25-23091200000031-02-171
1364. 02-05-83--2-25-23091200000031-02-177
1365. 02-05-83--2-25-23091200000031-02-178
1366. 02-05-83--2-25-23091200000031-02-179
1367. 02-05-83--2-25-23091200000031-02-180
1368. 02-05-83--2-25-23091200000031-02-181
1369. 02-05-83--2-25-23091200000031-02-185
1370. 02-05-83--2-25-23091200000031-02-186
1371. 02-05-83--2-25-23091200000031-02-187
1372. 02-05-83--2-25-23091200000031-02-188
1373. 02-05-83--2-25-23091200000031-02-190
1374. 02-05-83--2-25-23091200000031-02-191
1375. 02-05-83--2-25-23091200000031-02-2
1376. 02-05-83--2-25-23091200000031-02-20
1377. 02-05-83--2-25-23091200000031-02-25
1378. 02-05-83--2-25-23091200000031-02-27
1379. 02-05-83--2-25-23091200000031-02-28
1380. 02-05-83--2-25-23091200000031-02-29
1381. 02-05-83--2-25-23091200000031-02-3
1382. 02-05-83--2-25-23091200000031-02-30
1383. 02-05-83--2-25-23091200000031-02-31
1384. 02-05-83--2-25-23091200000031-02-32
1385. 02-05-83--2-25-23091200000031-02-34
1386. 02-05-83--2-25-23091200000031-02-35
1387. 02-05-83--2-25-23091200000031-02-39
1388. 02-05-83--2-25-23091200000031-02-4
1389. 02-05-83--2-25-23091200000031-02-40
1390. 02-05-83--2-25-23091200000031-02-41
1391. 02-05-83--2-25-23091200000031-02-42
1392. 02-05-83--2-25-23091200000031-02-43
1393. 02-05-83--2-25-23091200000031-02-44
1394. 02-05-83--2-25-23091200000031-02-46
1395. 02-05-83--2-25-23091200000031-02-47
1396. 02-05-83--2-25-23091200000031-02-48
1397. 02-05-83--2-25-23091200000031-02-49
1398. 02-05-83--2-25-23091200000031-02-5
1399. 02-05-83--2-25-23091200000031-02-50
1400. 02-05-83--2-25-23091200000031-02-51
1401. 02-05-83--2-25-23091200000031-02-52
1402. 02-05-83--2-25-23091200000031-02-53
1403. 02-05-83--2-25-23091200000031-02-54
1404. 02-05-83--2-25-23091200000031-02-55
1405. 02-05-83--2-25-23091200000031-02-56
1406. 02-05-83--2-25-23091200000031-02-57
1407. 02-05-83--2-25-23091200000031-02-58
1408. 02-05-83--2-25-23091200000031-02-59
1409. 02-05-83--2-25-23091200000031-02-60
1410. 02-05-83--2-25-23091200000031-02-61
1411. 02-05-83--2-25-23091200000031-02-62
1412. 02-05-83--2-25-23091200000031-02-63
1413. 02-05-83--2-25-23091200000031-02-64
1414. 02-05-83--2-25-23091200000031-02-65
1415. 02-05-83--2-25-23091200000031-02-66
1416. 02-05-83--2-25-23091200000031-02-67
1417. 02-05-83--2-25-23091200000031-02-68
1418. 02-05-83--2-25-23091200000031-02-69
1419. 02-05-83--2-25-23091200000031-02-71
1420. 02-05-83--2-25-23091200000031-02-72
1421. 02-05-83--2-25-23091200000031-02-73
1422. 02-05-83--2-25-23091200000031-02-74
1423. 02-05-83--2-25-23091200000031-02-75
1424. 02-05-83--2-25-23091200000031-02-76
1425. 02-05-83--2-25-23091200000031-02-77
1426. 02-05-83--2-25-23091200000031-02-78
1427. 02-05-83--2-25-23091200000031-02-79
1428. 02-05-83--2-25-23091200000031-02-80
1429. 02-05-83--2-25-23091200000031-02-81
1430. 02-05-83--2-25-23091200000031-02-82
1431. 02-05-83--2-25-23091200000031-02-83
1432. 02-05-83--2-25-23091200000031-02-85
1433. 02-05-83--2-25-23091200000031-02-86
1434. 02-05-83--2-25-23091200000031-02-87
1435. 02-05-83--2-25-23091200000031-02-88
1436. 02-05-83--2-25-23091200000031-02-89
1437. 02-05-83--2-25-23091200000031-02-9
1438. 02-05-83--2-25-23091200000031-02-90
1439. 02-05-83--2-25-23091200000031-02-91
1440. 02-05-83--2-25-23091200000031-02-92
1441. 02-05-83--2-25-23091200000031-02-93
1442. 02-05-83--2-25-23091200000031-02-95
1443. 02-05-83--2-25-23091200000031-02-96
1444. 02-05-83--2-25-23091200000031-02-97
1445. 02-05-83--2-25-23091200000031-02-98
1446. 02-05-83--2-25-23091200000031-02-99
1447. 02-05-83--2-29-23101100000023-02-105
1448. 02-05-83--2-29-23101100000023-02-123
1449. 02-05-83--2-29-23101100000023-02-167
1450. 02-05-83--2-29-23101100000023-02-168
1451. 02-05-83--2-29-23101100000023-02-169
1452. 02-05-83--2-29-23101100000023-02-170
1453. 02-05-83--2-29-23101100000023-02-171
1454. 02-05-83--2-29-23101100000023-02-173
1455. 02-05-83--2-29-23101100000023-02-174
1456. 02-05-83--2-29-23101100000023-02-175
1457. 02-05-83--2-29-23101100000023-02-176
1458. 02-05-83--2-29-23101100000023-02-181
1459. 02-05-83--2-29-23101100000023-02-182
1460. 02-05-83--2-29-23101100000023-02-183
1461. 02-05-83--2-29-23101100000023-02-184
1462. 02-05-83--2-29-23101100000023-02-185
1463. 02-05-83--2-29-23101100000023-02-186
1464. 02-05-83--2-29-23101100000023-02-187
1465. 02-05-83--2-29-23101100000023-02-188
1466. 02-05-83--2-29-23101100000023-02-189
1467. 02-05-83--2-29-23101100000023-02-19
1468. 02-05-83--2-29-23101100000023-02-193
1469. 02-05-83--2-29-23101100000023-02-198
1470. 02-05-83--2-29-23101100000023-02-200
1471. 02-05-83--2-29-23101100000023-02-21
1472. 02-05-83--2-29-23101100000023-02-23
1473. 02-05-83--2-29-23101100000023-02-38
1474. 02-05-83--2-29-23101100000023-02-39
1475. 02-05-83--2-29-23101100000023-02-4
1476. 02-05-83--2-29-23101100000023-02-40
1477. 02-05-83--2-29-23101100000023-02-41
1478. 02-05-83--2-29-23101100000023-02-42
1479. 02-05-83--2-29-23101100000023-02-43
1480. 02-05-83--2-29-23101100000023-02-44
1481. 02-05-83--2-29-23101100000023-02-45
1482. 02-05-83--2-29-23101100000023-02-46
1483. 02-05-83--2-29-23101100000023-02-49
1484. 02-05-83--2-29-23101100000023-02-50
1485. 02-05-83--2-29-23101100000023-02-51
1486. 02-05-83--2-29-23101100000023-02-54
1487. 02-05-83--2-29-23101100000023-02-73
1488. 02-05-83--2-29-23101100000023-02-75
1489. 02-05-83--2-29-23101100000023-02-76
1490. 02-05-83--2-29-23101100000023-02-77
1491. 02-05-83--2-29-23101100000023-02-78
1492. 02-05-83--2-29-23101100000023-02-79
1493. 02-05-83--2-29-23101100000023-02-80
1494. 02-05-83--2-29-23101100000023-02-81
1495. 02-05-83--2-29-23101100000023-02-82
1496. 02-05-83--2-29-23101100000023-02-83
1497. 02-05-83--2-29-23101100000023-02-84
1498. 02-05-83--2-29-23101100000023-02-85
1499. 02-05-83--2-29-23101100000023-02-88
1500. 02-05-83--2-31-23101000000033-02-100
1501. 02-05-83--2-31-23101000000033-02-102
1502. 02-05-83--2-31-23101000000033-02-103
1503. 02-05-83--2-31-23101000000033-02-104
1504. 02-05-83--2-31-23101000000033-02-105
1505. 02-05-83--2-31-23101000000033-02-108
1506. 02-05-83--2-31-23101000000033-02-111
1507. 02-05-83--2-31-23101000000033-02-117
1508. 02-05-83--2-31-23101000000033-02-12
1509. 02-05-83--2-31-23101000000033-02-120
1510. 02-05-83--2-31-23101000000033-02-122
1511. 02-05-83--2-31-23101000000033-02-126
1512. 02-05-83--2-31-23101000000033-02-145
1513. 02-05-83--2-31-23101000000033-02-146
1514. 02-05-83--2-31-23101000000033-02-147
1515. 02-05-83--2-31-23101000000033-02-153
1516. 02-05-83--2-31-23101000000033-02-154
1517. 02-05-83--2-31-23101000000033-02-157
1518. 02-05-83--2-31-23101000000033-02-16
1519. 02-05-83--2-31-23101000000033-02-162
1520. 02-05-83--2-31-23101000000033-02-163
1521. 02-05-83--2-31-23101000000033-02-164
1522. 02-05-83--2-31-23101000000033-02-165
1523. 02-05-83--2-31-23101000000033-02-166
1524. 02-05-83--2-31-23101000000033-02-167
1525. 02-05-83--2-31-23101000000033-02-169
1526. 02-05-83--2-31-23101000000033-02-170
1527. 02-05-83--2-31-23101000000033-02-172
1528. 02-05-83--2-31-23101000000033-02-179
1529. 02-05-83--2-31-23101000000033-02-181
1530. 02-05-83--2-31-23101000000033-02-184
1531. 02-05-83--2-31-23101000000033-02-185
1532. 02-05-83--2-31-23101000000033-02-188
1533. 02-05-83--2-31-23101000000033-02-19
1534. 02-05-83--2-31-23101000000033-02-192
1535. 02-05-83--2-31-23101000000033-02-193
1536. 02-05-83--2-31-23101000000033-02-194
1537. 02-05-83--2-31-23101000000033-02-196
1538. 02-05-83--2-31-23101000000033-02-197
1539. 02-05-83--2-31-23101000000033-02-2
1540. 02-05-83--2-31-23101000000033-02-200
1541. 02-05-83--2-31-23101000000033-02-201
1542. 02-05-83--2-31-23101000000033-02-202
1543. 02-05-83--2-31-23101000000033-02-21
1544. 02-05-83--2-31-23101000000033-02-22
1545. 02-05-83--2-31-23101000000033-02-23
1546. 02-05-83--2-31-23101000000033-02-26
1547. 02-05-83--2-31-23101000000033-02-27
1548. 02-05-83--2-31-23101000000033-02-3
1549. 02-05-83--2-31-23101000000033-02-34
1550. 02-05-83--2-31-23101000000033-02-36
1551. 02-05-83--2-31-23101000000033-02-40
1552. 02-05-83--2-31-23101000000033-02-5
1553. 02-05-83--2-31-23101000000033-02-51
1554. 02-05-83--2-31-23101000000033-02-58
1555. 02-05-83--2-31-23101000000033-02-59
1556. 02-05-83--2-31-23101000000033-02-60
1557. 02-05-83--2-31-23101000000033-02-61
1558. 02-05-83--2-31-23101000000033-02-7
1559. 02-05-83--2-31-23101000000033-02-75
1560. 02-05-83--2-31-23101000000033-02-79
1561. 02-05-83--2-31-23101000000033-02-80
1562. 02-05-83--2-31-23101000000033-02-85
1563. 02-05-83--2-31-23101000000033-02-86
1564. 02-05-83--2-31-23101000000033-02-89
1565. 02-05-83--2-31-23101000000033-02-9
1566. 02-05-83--2-31-23101000000033-02-91
1567. 02-05-83--2-34-23100700000009-02-189
1568. 02-05-83--2-34-23100700000009-02-38
1569. 02-05-83--2-34-23100700000009-02-82
1570. 02-05-83--2-34-23100700000009-02-84
1571. 02-05-83--2-35-23101300000037-02-0
1572. 02-05-83--2-35-23101300000037-02-1
1573. 02-05-83--2-35-23101300000037-02-100
1574. 02-05-83--2-35-23101300000037-02-106
1575. 02-05-83--2-35-23101300000037-02-108
1576. 02-05-83--2-35-23101300000037-02-109
1577. 02-05-83--2-35-23101300000037-02-110
1578. 02-05-83--2-35-23101300000037-02-111
1579. 02-05-83--2-35-23101300000037-02-112
1580. 02-05-83--2-35-23101300000037-02-113
1581. 02-05-83--2-35-23101300000037-02-115
1582. 02-05-83--2-35-23101300000037-02-116
1583. 02-05-83--2-35-23101300000037-02-117
1584. 02-05-83--2-35-23101300000037-02-118
1585. 02-05-83--2-35-23101300000037-02-119
1586. 02-05-83--2-35-23101300000037-02-120
1587. 02-05-83--2-35-23101300000037-02-121
1588. 02-05-83--2-35-23101300000037-02-122
1589. 02-05-83--2-35-23101300000037-02-124
1590. 02-05-83--2-35-23101300000037-02-125
1591. 02-05-83--2-35-23101300000037-02-126
1592. 02-05-83--2-35-23101300000037-02-127
1593. 02-05-83--2-35-23101300000037-02-145
1594. 02-05-83--2-35-23101300000037-02-147
1595. 02-05-83--2-35-23101300000037-02-148
1596. 02-05-83--2-35-23101300000037-02-149
1597. 02-05-83--2-35-23101300000037-02-150
1598. 02-05-83--2-35-23101300000037-02-151
1599. 02-05-83--2-35-23101300000037-02-153
1600. 02-05-83--2-35-23101300000037-02-154
1601. 02-05-83--2-35-23101300000037-02-155
1602. 02-05-83--2-35-23101300000037-02-157
1603. 02-05-83--2-35-23101300000037-02-158
1604. 02-05-83--2-35-23101300000037-02-159
1605. 02-05-83--2-35-23101300000037-02-160
1606. 02-05-83--2-35-23101300000037-02-161
1607. 02-05-83--2-35-23101300000037-02-162
1608. 02-05-83--2-35-23101300000037-02-167
1609. 02-05-83--2-35-23101300000037-02-169
1610. 02-05-83--2-35-23101300000037-02-170
1611. 02-05-83--2-35-23101300000037-02-171
1612. 02-05-83--2-35-23101300000037-02-172
1613. 02-05-83--2-35-23101300000037-02-173
1614. 02-05-83--2-35-23101300000037-02-174
1615. 02-05-83--2-35-23101300000037-02-175
1616. 02-05-83--2-35-23101300000037-02-176
1617. 02-05-83--2-35-23101300000037-02-177
1618. 02-05-83--2-35-23101300000037-02-178
1619. 02-05-83--2-35-23101300000037-02-181
1620. 02-05-83--2-35-23101300000037-02-182
1621. 02-05-83--2-35-23101300000037-02-186
1622. 02-05-83--2-35-23101300000037-02-188
1623. 02-05-83--2-35-23101300000037-02-194
1624. 02-05-83--2-35-23101300000037-02-195
1625. 02-05-83--2-35-23101300000037-02-196
1626. 02-05-83--2-35-23101300000037-02-199
1627. 02-05-83--2-35-23101300000037-02-2
1628. 02-05-83--2-35-23101300000037-02-200
1629. 02-05-83--2-35-23101300000037-02-201
1630. 02-05-83--2-35-23101300000037-02-204
1631. 02-05-83--2-35-23101300000037-02-206
1632. 02-05-83--2-35-23101300000037-02-207
1633. 02-05-83--2-35-23101300000037-02-208
1634. 02-05-83--2-35-23101300000037-02-209
1635. 02-05-83--2-35-23101300000037-02-211
1636. 02-05-83--2-35-23101300000037-02-214
1637. 02-05-83--2-35-23101300000037-02-216
1638. 02-05-83--2-35-23101300000037-02-31
1639. 02-05-83--2-35-23101300000037-02-33
1640. 02-05-83--2-35-23101300000037-02-34
1641. 02-05-83--2-35-23101300000037-02-35
1642. 02-05-83--2-35-23101300000037-02-36
1643. 02-05-83--2-35-23101300000037-02-37
1644. 02-05-83--2-35-23101300000037-02-38
1645. 02-05-83--2-35-23101300000037-02-39
1646. 02-05-83--2-35-23101300000037-02-40
1647. 02-05-83--2-35-23101300000037-02-41
1648. 02-05-83--2-35-23101300000037-02-42
1649. 02-05-83--2-35-23101300000037-02-43
1650. 02-05-83--2-35-23101300000037-02-44
1651. 02-05-83--2-35-23101300000037-02-45
1652. 02-05-83--2-35-23101300000037-02-46
1653. 02-05-83--2-35-23101300000037-02-47
1654. 02-05-83--2-35-23101300000037-02-48
1655. 02-05-83--2-35-23101300000037-02-49
1656. 02-05-83--2-35-23101300000037-02-51
1657. 02-05-83--2-35-23101300000037-02-52
1658. 02-05-83--2-35-23101300000037-02-53
1659. 02-05-83--2-35-23101300000037-02-54
1660. 02-05-83--2-35-23101300000037-02-55
1661. 02-05-83--2-35-23101300000037-02-56
1662. 02-05-83--2-35-23101300000037-02-57
1663. 02-05-83--2-35-23101300000037-02-58
1664. 02-05-83--2-35-23101300000037-02-59
1665. 02-05-83--2-35-23101300000037-02-60
1666. 02-05-83--2-35-23101300000037-02-61
1667. 02-05-83--2-35-23101300000037-02-62
1668. 02-05-83--2-35-23101300000037-02-65
1669. 02-05-83--2-35-23101300000037-02-66
1670. 02-05-83--2-35-23101300000037-02-67
1671. 02-05-83--2-35-23101300000037-02-68
1672. 02-05-83--2-35-23101300000037-02-7
1673. 02-05-83--2-35-23101300000037-02-70
1674. 02-05-83--2-35-23101300000037-02-72
1675. 02-05-83--2-35-23101300000037-02-75
1676. 02-05-83--2-35-23101300000037-02-79
1677. 02-05-83--2-35-23101300000037-02-81
1678. 02-05-83--2-35-23101300000037-02-85
1679. 02-05-83--2-35-23101300000037-02-86
1680. 02-05-83--2-35-23101300000037-02-87
1681. 02-05-83--2-35-23101300000037-02-88
1682. 02-05-83--2-35-23101300000037-02-90
1683. 02-05-83--2-35-23101300000037-02-96
1684. 02-05-83--2-37-23100700000051-02-1
1685. 02-05-83--2-37-23100700000051-02-25
1686. 02-05-83--2-37-23100700000051-02-5
1687. 02-05-83--2-37-23100700000051-02-56
1688. 02-05-83--2-37-23100700000051-02-57
1689. 02-05-83--2-37-23100700000051-02-58
1690. 02-05-83--2-37-23100700000051-02-6
1691. 02-05-83--2-37-23100700000051-02-61
1692. 02-05-83--2-39-23100400000010-02-52
1693. 02-05-83--2-39-23101100000057-02-10
1694. 02-05-83--2-39-23101100000057-02-101
1695. 02-05-83--2-39-23101100000057-02-106
1696. 02-05-83--2-39-23101100000057-02-107
1697. 02-05-83--2-39-23101100000057-02-11
1698. 02-05-83--2-39-23101100000057-02-114
1699. 02-05-83--2-39-23101100000057-02-115
1700. 02-05-83--2-39-23101100000057-02-116
1701. 02-05-83--2-39-23101100000057-02-118
1702. 02-05-83--2-39-23101100000057-02-119
1703. 02-05-83--2-39-23101100000057-02-121
1704. 02-05-83--2-39-23101100000057-02-122
1705. 02-05-83--2-39-23101100000057-02-123
1706. 02-05-83--2-39-23101100000057-02-124
1707. 02-05-83--2-39-23101100000057-02-125
1708. 02-05-83--2-39-23101100000057-02-126
1709. 02-05-83--2-39-23101100000057-02-127
1710. 02-05-83--2-39-23101100000057-02-128
1711. 02-05-83--2-39-23101100000057-02-129
1712. 02-05-83--2-39-23101100000057-02-130
1713. 02-05-83--2-39-23101100000057-02-131
1714. 02-05-83--2-39-23101100000057-02-133
1715. 02-05-83--2-39-23101100000057-02-134
1716. 02-05-83--2-39-23101100000057-02-135
1717. 02-05-83--2-39-23101100000057-02-136
1718. 02-05-83--2-39-23101100000057-02-137
1719. 02-05-83--2-39-23101100000057-02-138
1720. 02-05-83--2-39-23101100000057-02-139
1721. 02-05-83--2-39-23101100000057-02-140
1722. 02-05-83--2-39-23101100000057-02-141
1723. 02-05-83--2-39-23101100000057-02-142
1724. 02-05-83--2-39-23101100000057-02-143
1725. 02-05-83--2-39-23101100000057-02-144
1726. 02-05-83--2-39-23101100000057-02-145
1727. 02-05-83--2-39-23101100000057-02-147
1728. 02-05-83--2-39-23101100000057-02-148
1729. 02-05-83--2-39-23101100000057-02-149
1730. 02-05-83--2-39-23101100000057-02-150
1731. 02-05-83--2-39-23101100000057-02-152
1732. 02-05-83--2-39-23101100000057-02-153
1733. 02-05-83--2-39-23101100000057-02-154
1734. 02-05-83--2-39-23101100000057-02-155
1735. 02-05-83--2-39-23101100000057-02-156
1736. 02-05-83--2-39-23101100000057-02-158
1737. 02-05-83--2-39-23101100000057-02-159
1738. 02-05-83--2-39-23101100000057-02-160
1739. 02-05-83--2-39-23101100000057-02-161
1740. 02-05-83--2-39-23101100000057-02-162
1741. 02-05-83--2-39-23101100000057-02-163
